Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type, Item_MRP ,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size_Cleaned,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDC60,5.43,Regular,0.115119905,Baking Goods,88.35,OUT017,2007,Medium,Tier 2,Supermarket Type1,1416.8224
FDH28,15.85,Regular,0.110030997,Frozen Foods,37.25,OUT046,1997,Small,Tier 1,Supermarket Type1,265.6542
FDT25,7.5,Low Fat,0.051038045,Canned,121.71,OUT017,2007,Medium,Tier 2,Supermarket Type1,3552.7088
DRJ13,12.65,Low Fat,0.062837968,Soft Drinks,161.56,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867
NCO07,13.85,Low Fat,0.017116983,Others,211.96,OUT019,1985,Small,Tier 1,Grocery Store,213.056
FDW20,20.75,Low Fat,0.024129332,Fruits and Vegetables,124.17,OUT013,1987,High,Tier 3,Supermarket Type1,2956.152
DRF27,13.43,Low Fat,0.049754975,Dairy,152.13,OUT019,1985,Small,Tier 1,Grocery Store,153.134
FDS49,9,Low Fat,0,Canned,79.76,OUT035,2004,Small,Tier 2,Supermarket Type1,1649.8524
FDX25,12.31,Low Fat,0.101561568,Canned,181.93,OUT027,1985,Medium,Tier 3,Supermarket Type3,3101.2964
NCX42,13.38,Low Fat,0.005949644,Household,165.65,OUT027,1985,Medium,Tier 3,Supermarket Type3,4769.1254
FDG33,12.55,Regular,0.13956116,Seafood,170.48,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528
FDL56,14.1,Low Fat,0.126035694,Fruits and Vegetables,86.42,OUT045,2002,Medium,Tier 2,Supermarket Type1,1133.8574
FDF14,7.55,Low Fat,0.027164679,Canned,152.33,OUT035,2004,Small,Tier 2,Supermarket Type1,2603.278
NCD06,13,Low Fat,0.099325278,Household,45.41,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878
DRM47,11.4,Low Fat,0.04357366,Hard Drinks,192.88,OUT027,1985,Medium,Tier 3,Supermarket Type3,2293.0152
FDS46,12.99,Regular,0.082741482,Snack Foods,118.78,OUT019,1985,Small,Tier 1,Grocery Store,119.1782
FDB35,12.3,Regular,0.064565202,Starchy Foods,92.98,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884
FDX21,12.99,Low Fat,0.084554569,Snack Foods,109.89,OUT027,1985,Medium,Tier 3,Supermarket Type3,2074.6328
NCU05,13.14,Low Fat,0.058451805,Health and Hygiene,79.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,241.6854
NCR38,17.25,Low Fat,0.113748685,Household,251.37,OUT045,2002,Medium,Tier 2,Supermarket Type1,6795.1548
NCR18,15.85,Low Fat,0.020603511,Household,42.71,OUT017,2007,Medium,Tier 2,Supermarket Type1,639.168
NCU41,18.85,Low Fat,0.052044976,Health and Hygiene,192.18,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.4382
FDY56,16.35,Regular,0.062764429,Fruits and Vegetables,227.61,OUT017,2007,Medium,Tier 2,Supermarket Type1,7222.5984
DRJ51,14.1,Low Fat,0.087977262,Dairy,229.07,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.1352
FDK21,7.91,Low Fat,0.010010425,Snack Foods,249.04,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112
FDY25,12,Low Fat,0.033946163,Canned,179.4,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544
FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.46,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312
FDL43,10.1,Low Fat,0.027106459,Meat,75.37,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.969
FDF05,17.5,Low Fat,0.027022883,Frozen Foods,262.49,OUT017,2007,Medium,Tier 2,Supermarket Type1,5259.82
DRF15,13.43,Low Fat,0.058153409,Dairy,152.03,OUT019,1985,Small,Tier 1,Grocery Store,306.268
FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.39,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.0176
FDV32,7.79,Low Fat,0.088846306,Fruits and Vegetables,61.45,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.012
FDJ34,11.8,Regular,0.09357779,Snack Foods,125.97,OUT013,1987,High,Tier 3,Supermarket Type1,1877.556
FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,171.88,OUT045,2002,Medium,Tier 2,Supermarket Type1,3779.0808
FDQ04,12.87,Low Fat,0.148392623,Frozen Foods,41.58,OUT019,1985,Small,Tier 1,Grocery Store,41.2796
FDW13,8.5,Low Fat,0.098438394,Canned,51.13,OUT017,2007,Medium,Tier 2,Supermarket Type1,259.662
NCI17,8.65,Low Fat,0.143303291,Health and Hygiene,96.34,OUT013,1987,High,Tier 3,Supermarket Type1,193.082
FDY03,17.6,Regular,0.076276208,Meat,110.92,OUT045,2002,Medium,Tier 2,Supermarket Type1,1687.803
FDS12,9.1,Low Fat,0.175103435,Baking Goods,127.54,OUT017,2007,Medium,Tier 2,Supermarket Type1,4655.9394
FDJ55,12.8,Regular,0.023511371,Meat,225.94,OUT013,1987,High,Tier 3,Supermarket Type1,4950.8888
DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95.44,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.154
FDG28,9.29,Regular,0.049559042,Frozen Foods,246.41,OUT017,2007,Medium,Tier 2,Supermarket Type1,1225.072
FDY38,13.6,Regular,0.119418124,Dairy,231.03,OUT045,2002,Medium,Tier 2,Supermarket Type1,5359.69
FDN01,8.9,Low Fat,0.072545601,Breakfast,176.24,OUT045,2002,Medium,Tier 2,Supermarket Type1,1764.37
NCR54,16.35,Low Fat,0.090486828,Household,195.21,OUT013,1987,High,Tier 3,Supermarket Type1,2553.343
FDG29,17.6,Low Fat,0.056245075,Frozen Foods,43.35,OUT013,1987,High,Tier 3,Supermarket Type1,1006.6896
FDG24,7.98,Low Fat,0.014618973,Baking Goods,85.23,OUT013,1987,High,Tier 3,Supermarket Type1,1081.925
FDG59,15.85,Low Fat,0.043479126,Starchy Foods,36.72,OUT017,2007,Medium,Tier 2,Supermarket Type1,308.9312
FDM28,15.7,Low Fat,0.045166237,Frozen Foods,178.67,OUT013,1987,High,Tier 3,Supermarket Type1,2516.724
FDW04,8.99,Regular,0.057827101,Frozen Foods,128.83,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.141
FDS26,20.35,Low Fat,0.089394766,Dairy,260.16,OUT013,1987,High,Tier 3,Supermarket Type1,2093.2752
FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.69,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884
FDK51,19.85,Low Fat,0.005234153,Dairy,264.09,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.7448
FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.45,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.6224
FDH19,12.82,Low Fat,0.03292824,Meat,173.17,OUT027,1985,Medium,Tier 3,Supermarket Type3,7298.4996
FDY55,16.75,Low Fat,0.081252534,Fruits and Vegetables,256.5,OUT013,1987,High,Tier 3,Supermarket Type1,7452.9652
FDY03,17.6,Regular,0.076552407,Meat,110.52,OUT017,2007,Medium,Tier 2,Supermarket Type1,450.0808
FDK21,7.91,Low Fat,0.016758569,Snack Foods,250.44,OUT010,1998,Medium,Tier 3,Grocery Store,500.6816
FDZ10,12.99,Low Fat,0.044248175,Snack Foods,126.2,OUT027,1985,Medium,Tier 3,Supermarket Type3,3668.558
FDZ32,7.79,Regular,0.038288087,Fruits and Vegetables,103.2,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.3748
NCZ18,7.83,Low Fat,0.186032678,Household,253.07,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.0752
NCF07,13.38,Low Fat,0.031867464,Household,101,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125.2336
DRE49,20.75,Low Fat,0.021370201,Soft Drinks,153,OUT017,2007,Medium,Tier 2,Supermarket Type1,2277.036
FDJ08,13.22,Low Fat,0.193772568,Fruits and Vegetables,190.38,OUT019,1985,Small,Tier 1,Grocery Store,573.2538
FDT39,6.26,Regular,0.009866049,Meat,151.14,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.049
FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.37,OUT010,1998,Medium,Tier 3,Grocery Store,296.9468
NCD06,13,Low Fat,0.099729888,Household,46.31,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.272
FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.18,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43
NCT54,8.7,Low Fat,0.119721451,Household,95.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.7222
DRF49,7.27,Low Fat,0.071222087,Soft Drinks,113.55,OUT045,2002,Medium,Tier 2,Supermarket Type1,569.259
FDM25,12.77,Regular,0.060371962,Breakfast,174.07,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.9664
FDF20,12.85,Low Fat,0.033287541,Fruits and Vegetables,198.48,OUT045,2002,Medium,Tier 2,Supermarket Type1,1379.5376
FDH27,7.08,Low Fat,0.05858462,Dairy,142.71,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664
FDV60,12.28,Regular,0.11679292,Baking Goods,196.21,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508
FDY59,8.2,Low Fat,0.031452265,Baking Goods,94.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.462
FDK36,7.09,Low Fat,0.00721395,Baking Goods,47.9,OUT035,2004,Small,Tier 2,Supermarket Type1,583.2408
NCM31,6.1,Low Fat,0.081196619,Others,141.42,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.154
FDE33,19.35,Regular,0.049916364,Fruits and Vegetables,80.26,OUT017,2007,Medium,Tier 2,Supermarket Type1,942.7728
FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.34,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.9216
FDV13,12.31,Regular,0.02747716,Canned,87.99,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251.7672
FDV20,13.22,Regular,0.104704537,Fruits and Vegetables,125.27,OUT019,1985,Small,Tier 1,Grocery Store,254.3356
NCQ54,17.7,Low Fat,0.012540003,Household,167.05,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.659
FDO23,17.85,Low Fat,0.147023834,Breads,93.74,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.5232
DRE60,9.4,Low Fat,0.159657596,Soft Drinks,224.97,OUT045,2002,Medium,Tier 2,Supermarket Type1,7696.648
DRP47,15.75,Low Fat,0.141398626,Hard Drinks,250.54,OUT017,2007,Medium,Tier 2,Supermarket Type1,2775.7202
FDB21,7.48,Low Fat,0.148821808,Fruits and Vegetables,241.29,OUT045,2002,Medium,Tier 2,Supermarket Type1,5317.0788
FDR04,7.08,Low Fat,0,Frozen Foods,98.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,874.8612
FDX23,6.45,Low Fat,0.029691762,Baking Goods,92.64,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.9796
FDX19,19.1,Low Fat,0.096715523,Fruits and Vegetables,235.1,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.0454
FDD40,20.25,Regular,0.014790559,Dairy,193.62,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324
FDA01,15,Regular,0.054378253,Canned,59.19,OUT046,1997,Small,Tier 1,Supermarket Type1,527.3136
FDS33,6.67,Regular,0.123428594,Snack Foods,89.15,OUT046,1997,Small,Tier 1,Supermarket Type1,2390.8878
FDM50,12.31,Regular,0.029943463,Canned,60.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816
FDB29,16.7,Regular,0.052368061,Frozen Foods,112.72,OUT013,1987,High,Tier 3,Supermarket Type1,801.6232
FDF46,7.07,Low Fat,0.093861144,Snack Foods,115.58,OUT045,2002,Medium,Tier 2,Supermarket Type1,1267.0174
FDA33,6.48,Low Fat,0.033968647,Snack Foods,148.01,OUT045,2002,Medium,Tier 2,Supermarket Type1,886.8456
FDC08,19,Regular,0.173154079,Fruits and Vegetables,228.27,OUT010,1998,Medium,Tier 3,Grocery Store,452.744
FDB53,13.35,Low Fat,0.139735226,Frozen Foods,147.54,OUT045,2002,Medium,Tier 2,Supermarket Type1,3877.6192
FDY31,13.22,Low Fat,0.043351896,Fruits and Vegetables,146.64,OUT027,1985,Medium,Tier 3,Supermarket Type3,4414.254
DRQ35,11.4,Low Fat,0.042086652,Hard Drinks,122.44,OUT027,1985,Medium,Tier 3,Supermarket Type3,5448.9072
FDX36,9.7,Regular,0.12848269,Baking Goods,223.94,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950.8888
DRD13,15,Low Fat,0.049357077,Soft Drinks,62.62,OUT017,2007,Medium,Tier 2,Supermarket Type1,958.752
FDC52,11.15,Regular,0.008326735,Dairy,149.97,OUT017,2007,Medium,Tier 2,Supermarket Type1,1956.1204
FDB45,20.85,Low Fat,0.021362955,Fruits and Vegetables,103.23,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404.2038
NCK19,9.8,Low Fat,0.151420934,Others,194.35,OUT010,1998,Medium,Tier 3,Grocery Store,387.4956
FDV51,16.35,Low Fat,0.032511818,Meat,165.08,OUT013,1987,High,Tier 3,Supermarket Type1,994.7052
FDZ35,9.6,Regular,0.022323658,Breads,101.3,OUT045,2002,Medium,Tier 2,Supermarket Type1,1754.383
NCW17,13.14,Low Fat,0.019292355,Health and Hygiene,130,OUT027,1985,Medium,Tier 3,Supermarket Type3,3340.9844
FDV59,13.35,Low Fat,0.048124443,Breads,216.72,OUT045,2002,Medium,Tier 2,Supermarket Type1,3918.8988
DRH39,20.7,Low Fat,0.09261307,Dairy,76.37,OUT013,1987,High,Tier 3,Supermarket Type1,306.268
FDN60,12.28,Low Fat,0.094697274,Baking Goods,158.46,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.4308
FDU55,16.2,Low Fat,0.035984104,Fruits and Vegetables,260.63,OUT045,2002,Medium,Tier 2,Supermarket Type1,4425.5726
FDN58,12.99,Regular,0.056596985,Snack Foods,231,OUT027,1985,Medium,Tier 3,Supermarket Type3,9267.936
FDC41,12.87,Low Fat,0.2047,Frozen Foods,76.87,OUT019,1985,Small,Tier 1,Grocery Store,229.701
FDO01,12.77,Regular,0.020618324,Breakfast,129.4,OUT027,1985,Medium,Tier 3,Supermarket Type3,2055.9904
NCO43,5.5,Low Fat,0.04709821,Others,101.3,OUT046,1997,Small,Tier 1,Supermarket Type1,3339.6528
FDQ07,15.1,Regular,0.087584126,Fruits and Vegetables,221.75,OUT045,2002,Medium,Tier 2,Supermarket Type1,6410.3224
FDF28,15.7,Regular,0.038078899,Frozen Foods,122.9,OUT017,2007,Medium,Tier 2,Supermarket Type1,1992.0736
FDM01,7.9,Regular,0.095102092,Breakfast,104.43,OUT017,2007,Medium,Tier 2,Supermarket Type1,2870.9296
FDY49,12.31,Regular,0.011953902,Canned,164.52,OUT027,1985,Medium,Tier 3,Supermarket Type3,2807.0128
FDR24,17.35,Regular,0.062799379,Baking Goods,88.18,OUT013,1987,High,Tier 3,Supermarket Type1,539.298
NCY18,7.29,Low Fat,0.031125709,Household,174.31,OUT013,1987,High,Tier 3,Supermarket Type1,4377.635
NCY30,20.25,Low Fat,0.026005891,Household,181,OUT045,2002,Medium,Tier 2,Supermarket Type1,2716.464
FDJ22,12.99,Low Fat,0.09246392,Snack Foods,190.95,OUT019,1985,Small,Tier 1,Grocery Store,383.5008
DRI37,15.85,Low Fat,0.107765165,Soft Drinks,59.59,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848
FDL27,6.17,Low Fat,0.010647477,Meat,66.38,OUT049,1999,Medium,Tier 1,Supermarket Type1,1937.478
NCO30,19.5,Low Fat,0.015749341,Household,182.26,OUT049,1999,Medium,Tier 1,Supermarket Type1,3307.6944
NCB07,19.2,Low Fat,0.077628053,Household,197.61,OUT049,1999,Medium,Tier 1,Supermarket Type1,3142.576
FDX25,16.7,Low Fat,0,Canned,181.23,OUT018,2009,Medium,Tier 3,Supermarket Type2,2554.0088
FDP59,20.85,Regular,0.056695731,Breads,104.06,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664
FDR59,14.5,Regular,0.063993068,Breads,260.46,OUT045,2002,Medium,Tier 2,Supermarket Type1,5494.8474
FDT27,11.4,Regular,0.069529262,Meat,233.16,OUT013,1987,High,Tier 3,Supermarket Type1,6093.4016
DRI01,7.97,Low Fat,0.034452949,Soft Drinks,174.04,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633
FDU09,7.71,Regular,0.06670068,Snack Foods,55.3,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.6988
FDH26,19.25,Regular,0.034699737,Canned,141.75,OUT046,1997,Small,Tier 1,Supermarket Type1,4093.3384
FDH27,7.08,Low Fat,0.058346939,Dairy,142.21,OUT046,1997,Small,Tier 1,Supermarket Type1,3163.8816
FDN39,12.82,Regular,0.065203103,Meat,166.08,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.448
FDH40,11.6,Regular,0.078929571,Frozen Foods,79.93,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.1864
FDJ56,13.22,Low Fat,0.182514881,Fruits and Vegetables,98.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,2696.49
DRN47,12.1,Low Fat,0.016895293,Hard Drinks,178.57,OUT018,2009,Medium,Tier 3,Supermarket Type2,898.83
NCO17,10,Low Fat,0.073379745,Health and Hygiene,118.24,OUT046,1997,Small,Tier 1,Supermarket Type1,2756.412
FDX60,14.35,Low Fat,0.08075758,Baking Goods,81.9,OUT045,2002,Medium,Tier 2,Supermarket Type1,878.856
FDT22,10.4,Low Fat,0.112271498,Snack Foods,58.22,OUT049,1999,Medium,Tier 1,Supermarket Type1,659.142
FDX26,13.43,Low Fat,0.153741385,Dairy,182.63,OUT019,1985,Small,Tier 1,Grocery Store,182.4292
FDG45,8.1,Low Fat,0.127929521,Fruits and Vegetables,211.49,OUT013,1987,High,Tier 3,Supermarket Type1,3610.6334
FDD44,8.05,Regular,0.07838564,Fruits and Vegetables,256.46,OUT035,2004,Small,Tier 2,Supermarket Type1,5153.292
FDS15,9.2,Regular,0.078502143,Meat,108.76,OUT017,2007,Medium,Tier 2,Supermarket Type1,2588.6304
FDL51,20.7,Regular,0.047684831,Dairy,212.59,OUT018,2009,Medium,Tier 3,Supermarket Type2,1286.3256
FDL32,15.7,Regular,0.123159656,Fruits and Vegetables,110.15,OUT017,2007,Medium,Tier 2,Supermarket Type1,1230.3984
FDZ07,13.22,Regular,0,Fruits and Vegetables,60.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.7432
NCW53,13.14,Low Fat,0.053392944,Health and Hygiene,193.82,OUT019,1985,Small,Tier 1,Grocery Store,384.8324
NCA54,16.5,Low Fat,0.036715907,Household,180.03,OUT045,2002,Medium,Tier 2,Supermarket Type1,3969.4996
FDX09,9,Low Fat,0.065236932,Snack Foods,176.44,OUT035,2004,Small,Tier 2,Supermarket Type1,7763.228
FDO51,6.79,Regular,0.041947547,Meat,41.21,OUT013,1987,High,Tier 3,Supermarket Type1,809.6128
FDW49,19.5,Low Fat,0.082888496,Canned,178.6,OUT018,2009,Medium,Tier 3,Supermarket Type2,1253.7014
FDB27,7.58,Low Fat,0.055390121,Dairy,195.28,OUT046,1997,Small,Tier 1,Supermarket Type1,5715.2272
FDF45,18.2,Regular,0.012194556,Fruits and Vegetables,57.79,OUT013,1987,High,Tier 3,Supermarket Type1,1464.76
FDV02,16.75,Low Fat,0.060495243,Dairy,169.81,OUT013,1987,High,Tier 3,Supermarket Type1,3251.1014
FDY28,7.47,Regular,0,Frozen Foods,214.32,OUT035,2004,Small,Tier 2,Supermarket Type1,4274.436
FDX31,13.22,Regular,0.014753811,Fruits and Vegetables,231.8,OUT027,1985,Medium,Tier 3,Supermarket Type3,5375.0034
FDR43,13.22,Low Fat,0.160707489,Fruits and Vegetables,38.02,OUT027,1985,Medium,Tier 3,Supermarket Type3,1318.284
FDP51,13.85,Regular,0.085622362,Meat,119.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,2251.7356
FDL52,6.64,Regular,0.046350909,Frozen Foods,37.45,OUT017,2007,Medium,Tier 2,Supermarket Type1,1176.4686
FDR44,6.11,Regular,0.102920886,Fruits and Vegetables,130.5,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.4136
FDB34,15.25,Low Fat,0.026604781,Snack Foods,86.22,OUT035,2004,Small,Tier 2,Supermarket Type1,610.5386
FDC50,15.85,Low Fat,0,Canned,96.41,OUT035,2004,Small,Tier 2,Supermarket Type1,1237.7222
FDT57,15.2,Low Fat,0.031860325,Snack Foods,235.12,OUT010,1998,Medium,Tier 3,Grocery Store,474.0496
FDP22,12.99,Regular,0,Snack Foods,52.67,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.7324
DRE49,20.75,Low Fat,0.021250002,Soft Drinks,150.5,OUT046,1997,Small,Tier 1,Supermarket Type1,2580.6408
FDM40,10.2,Low Fat,0.159936948,Frozen Foods,143.22,OUT046,1997,Small,Tier 1,Supermarket Type1,2552.6772
FDY32,7.61,Low Fat,0.129503146,Fruits and Vegetables,164.02,OUT045,2002,Medium,Tier 2,Supermarket Type1,3914.904
FDW07,18,Regular,0.142688846,Fruits and Vegetables,88.55,OUT046,1997,Small,Tier 1,Supermarket Type1,796.9626
FDU02,13.43,Low Fat,0.179484411,Dairy,228.94,OUT019,1985,Small,Tier 1,Grocery Store,916.1408
NCF18,18.35,Low Fat,0.089163056,Household,191.35,OUT045,2002,Medium,Tier 2,Supermarket Type1,3259.7568
FDQ56,6.59,Low Fat,0.105761491,Fruits and Vegetables,84.89,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.816
FDN58,13.8,Regular,0.056960814,Snack Foods,230.1,OUT049,1999,Medium,Tier 1,Supermarket Type1,3707.1744
FDG35,21.2,Regular,0.00704098,Starchy Foods,173.57,OUT046,1997,Small,Tier 1,Supermarket Type1,2954.1546
FDY34,10.5,Regular,0.011026594,Snack Foods,166.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,2652.5472
NCE19,8.97,Low Fat,0.093203257,Household,52.8,OUT045,2002,Medium,Tier 2,Supermarket Type1,1037.3164
NCK31,13.85,Low Fat,0.026916794,Others,50.97,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.7324
NCJ29,10.6,Low Fat,0.035264298,Health and Hygiene,86.12,OUT045,2002,Medium,Tier 2,Supermarket Type1,426.112
FDT59,13.65,Low Fat,0.015908424,Breads,231.17,OUT035,2004,Small,Tier 2,Supermarket Type1,6911.004
NCX41,19,Low Fat,0.017719277,Health and Hygiene,211.02,OUT046,1997,Small,Tier 1,Supermarket Type1,3811.0392
FDU45,12.99,Regular,0.035334201,Snack Foods,115.35,OUT027,1985,Medium,Tier 3,Supermarket Type3,2277.036
FDW24,12.28,Low Fat,0.065652494,Baking Goods,48.9,OUT019,1985,Small,Tier 1,Grocery Store,48.6034
FDF22,6.87,Low Fat,0.056919038,Snack Foods,212.82,OUT049,1999,Medium,Tier 1,Supermarket Type1,5770.4886
FDM60,10.8,Regular,0.048143292,Baking Goods,40.21,OUT046,1997,Small,Tier 1,Supermarket Type1,690.4346
FDR02,16.7,Low Fat,0.022047313,Dairy,110.29,OUT013,1987,High,Tier 3,Supermarket Type1,1890.2062
DRP35,11.4,Low Fat,0.090427268,Hard Drinks,126.23,OUT027,1985,Medium,Tier 3,Supermarket Type3,3195.84
FDS48,15.15,Low Fat,0.027779254,Baking Goods,150.17,OUT046,1997,Small,Tier 1,Supermarket Type1,1504.708
NCZ42,10.5,Low Fat,0,Household,238.32,OUT010,1998,Medium,Tier 3,Grocery Store,711.0744
FDZ38,17.6,Low Fat,0.008033611,Dairy,174.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,4311.055
FDH19,19.35,Low Fat,0.033088472,Meat,175.47,OUT046,1997,Small,Tier 1,Supermarket Type1,521.3214
NCB55,15.7,Low Fat,0.160663021,Household,59.46,OUT046,1997,Small,Tier 1,Supermarket Type1,829.5868
FDC15,18.1,Low Fat,0.178975721,Dairy,155.53,OUT017,2007,Medium,Tier 2,Supermarket Type1,1571.288
FDF11,10.2,Regular,0.017627888,Starchy Foods,239.65,OUT035,2004,Small,Tier 2,Supermarket Type1,2403.538
FDW35,11.35,Low Fat,0.0194158,Breads,41.65,OUT019,1985,Small,Tier 1,Grocery Store,83.8908
FDB44,6.66,Low Fat,0.016993225,Fruits and Vegetables,211.06,OUT045,2002,Medium,Tier 2,Supermarket Type1,844.2344
NCC06,19,Low Fat,0.027139013,Household,127.33,OUT017,2007,Medium,Tier 2,Supermarket Type1,2940.1728
FDR04,7.08,Low Fat,0.03777249,Frozen Foods,98.01,OUT010,1998,Medium,Tier 3,Grocery Store,291.6204
FDB17,13.15,Low Fat,0.036746479,Frozen Foods,181.3,OUT045,2002,Medium,Tier 2,Supermarket Type1,3259.7568
FDW43,20.1,Regular,0.022460102,Fruits and Vegetables,226.8,OUT049,1999,Medium,Tier 1,Supermarket Type1,3415.554
FDA27,20.35,Regular,0,Dairy,256.77,OUT018,2009,Medium,Tier 3,Supermarket Type2,5624.6784
NCU41,18.85,Low Fat,0.05213575,Health and Hygiene,190.18,OUT049,1999,Medium,Tier 1,Supermarket Type1,6687.961
FDY56,16.35,Regular,0.062508438,Fruits and Vegetables,227.11,OUT049,1999,Medium,Tier 1,Supermarket Type1,5642.655
FDV39,11.3,Low Fat,0.007309544,Meat,196.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,4943.565
FDN32,17.5,Low Fat,0.015623754,Fruits and Vegetables,182.63,OUT018,2009,Medium,Tier 3,Supermarket Type2,3135.2522
FDW07,18,Regular,0.142978223,Fruits and Vegetables,87.45,OUT045,2002,Medium,Tier 2,Supermarket Type1,796.9626
FDZ27,7.94,Low Fat,0.017191055,Dairy,51.54,OUT045,2002,Medium,Tier 2,Supermarket Type1,848.895
FDW23,12.28,Low Fat,0.143592939,Baking Goods,37.32,OUT019,1985,Small,Tier 1,Grocery Store,38.6164
FDU01,20.25,Regular,0.011995271,Canned,184.59,OUT046,1997,Small,Tier 1,Supermarket Type1,4997.4948
FDF10,15.5,Regular,0.15717236,Snack Foods,149.14,OUT049,1999,Medium,Tier 1,Supermarket Type1,588.5672
DRH03,13.43,Low Fat,0.061393095,Dairy,91.81,OUT019,1985,Small,Tier 1,Grocery Store,372.848
FDW27,12.82,Regular,0.264124669,Meat,155.73,OUT019,1985,Small,Tier 1,Grocery Store,155.1314
DRI13,15.35,Low Fat,0.020310046,Soft Drinks,218.05,OUT013,1987,High,Tier 3,Supermarket Type1,3038.7112
NCR05,10.1,Low Fat,0.054630834,Health and Hygiene,200.21,OUT046,1997,Small,Tier 1,Supermarket Type1,1587.2672
FDB29,16.7,Regular,0.052517969,Frozen Foods,115.42,OUT045,2002,Medium,Tier 2,Supermarket Type1,687.1056
